age,height_cm,weight_kgs,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),primary_position,body_type_clean,continent,pace_index,shooting_index,passing_index,dribbling_index,defending_index,physical_index,growth,position_group
34,190.5,83.0,66,66,260000.0,4000.0,Right,1,3,2,CB,Normal,Europe,32.5,49.0,50.666666666666664,44.333333333333336,67.8,53.5,0,Defender
20,152.4,68.9,61,78,475000.0,2000.0,Right,1,4,2,LB,Lean,Europe,76.5,48.833333333333336,48.666666666666664,63.166666666666664,53.4,61.75,17,Defender
24,182.88,74.8,69,75,1400000.0,6000.0,Right,1,4,4,RW,Lean,Europe,89.0,59.333333333333336,58.166666666666664,71.33333333333333,29.2,60.0,6,Attacker
27,175.26,79.8,68,70,900000.0,5000.0,Right,1,3,2,CDM,Normal,Europe,61.0,54.5,60.5,62.333333333333336,64.8,69.75,2,Midfielder
25,182.88,78.9,58,63,140000.0,1000.0,Right,1,3,2,CB,Normal,South America,61.0,26.5,29.833333333333332,50.333333333333336,57.4,58.5,5,Defender
28,185.42,78.9,65,67,525000.0,1000.0,Left,1,3,2,CB,Normal,South America,50.0,35.833333333333336,30.166666666666668,56.333333333333336,66.0,60.25,2,Defender
27,152.4,72.1,72,72,3400000.0,12000.0,Right,1,3,3,ST,Lean,South America,81.5,68.0,56.833333333333336,73.0,34.8,67.25,0,Attacker
23,152.4,63.0,72,80,4600000.0,4000.0,Right,1,3,3,RM,Lean,South America,81.0,64.5,55.166666666666664,72.0,25.8,67.5,8,Midfielder
20,185.42,78.0,72,83,4700000.0,8000.0,Left,1,3,2,CB,Normal,South America,70.0,30.166666666666668,46.666666666666664,60.333333333333336,72.2,67.5,11,Defender
24,152.4,86.2,77,81,11500000.0,39000.0,Left,2,4,4,LM,Stocky,Europe,91.0,61.166666666666664,64.33333333333333,78.5,70.2,77.0,4,Midfielder
24,190.5,73.0,65,72,550000.0,2000.0,Right,1,3,1,GK,Lean,Europe,44.5,16.333333333333332,21.666666666666668,35.5,20.6,41.5,7,Goalkeeper
25,154.94,73.9,68,71,1100000.0,5000.0,Right,1,5,2,CM,Normal,Europe,65.5,56.0,63.833333333333336,63.5,64.6,69.25,3,Midfielder
21,182.88,77.1,63,74,625000.0,2000.0,Right,1,3,3,CM,Normal,Europe,66.0,55.5,54.833333333333336,66.66666666666667,56.0,62.0,11,Midfielder
21,175.26,69.9,58,71,240000.0,1000.0,Left,1,3,3,CM,Normal,Europe,67.5,51.833333333333336,54.166666666666664,62.666666666666664,48.0,52.5,13,Midfielder
23,152.4,69.9,59,68,240000.0,3000.0,Right,1,2,3,CM,Lean,Oceania,59.0,50.0,51.666666666666664,59.833333333333336,56.4,61.75,9,Midfielder
19,175.26,64.0,50,65,60000.0,1000.0,Right,1,3,2,CAM,Lean,Europe,58.5,40.333333333333336,46.166666666666664,53.166666666666664,39.0,45.0,15,Midfielder
31,185.42,81.2,71,71,1800000.0,7000.0,Left,1,2,2,CB,Normal,Europe,62.0,46.5,48.5,56.833333333333336,68.2,73.5,0,Defender
20,187.96,72.1,54,68,120000.0,1000.0,Right,1,3,1,GK,Lean,South America,29.0,11.833333333333334,17.5,31.666666666666668,12.8,33.0,14,Goalkeeper
22,182.88,69.9,71,79,3400000.0,17000.0,Left,1,2,3,CM,Lean,Europe,72.0,68.5,66.83333333333333,67.66666666666667,66.8,63.5,8,Midfielder
27,172.72,63.0,65,66,625000.0,2000.0,Right,1,3,3,CAM,Normal,Africa,68.0,55.5,59.666666666666664,67.83333333333333,40.2,52.5,1,Midfielder
19,182.88,68.9,57,77,210000.0,1000.0,Right,1,3,3,CM,Lean,South America,64.0,51.333333333333336,56.0,62.666666666666664,44.2,50.75,20,Midfielder
21,193.04,87.1,57,72,210000.0,1000.0,Right,1,2,2,CB,Lean,Europe,60.5,29.833333333333332,35.0,43.666666666666664,53.4,64.5,15,Defender
27,185.42,87.1,66,67,600000.0,2000.0,Right,1,3,2,CDM,Stocky,Europe,54.5,43.666666666666664,53.333333333333336,57.833333333333336,63.6,80.0,1,Midfielder
30,195.58,88.0,76,77,6000000.0,34000.0,Right,1,2,1,GK,Lean,Europe,31.5,13.666666666666666,28.0,37.333333333333336,17.0,40.0,1,Goalkeeper
20,167.64,64.9,58,74,270000.0,1000.0,Right,1,3,2,CAM,Normal,Europe,65.5,52.666666666666664,53.333333333333336,64.5,36.2,50.25,16,Midfielder
31,175.26,68.9,68,68,575000.0,1000.0,Right,1,2,1,GK,Normal,Africa,36.0,16.0,22.166666666666668,39.0,15.4,38.5,0,Goalkeeper
32,185.42,78.9,68,68,525000.0,3000.0,Right,1,2,1,GK,Normal,Europe,22.5,15.833333333333334,27.5,39.5,16.6,48.5,0,Goalkeeper
23,175.26,67.1,54,62,100000.0,1000.0,Right,1,3,2,ST,Lean,Oceania,75.5,53.0,38.0,59.166666666666664,28.4,48.25,8,Attacker
33,172.72,71.2,66,66,525000.0,4000.0,Right,1,3,2,ST,Stocky,Europe,67.5,64.83333333333333,56.666666666666664,67.16666666666667,52.0,76.0,0,Attacker
25,152.4,76.2,69,72,1400000.0,6000.0,Right,1,4,3,ST,Normal,Oceania,84.0,66.66666666666667,60.0,74.0,40.4,76.25,3,Attacker
19,152.4,73.0,64,75,725000.0,4000.0,Right,1,4,3,ST,Lean,North America,67.5,62.0,49.5,65.16666666666667,27.6,53.5,11,Attacker
22,175.26,73.0,77,85,13000000.0,45000.0,Right,1,4,4,CAM,Lean,Europe,75.5,72.66666666666667,77.5,77.66666666666667,37.2,54.25,8,Midfielder
20,152.4,72.1,60,78,450000.0,1000.0,Right,1,3,3,LM,Lean,Europe,71.0,53.0,54.166666666666664,59.833333333333336,31.2,46.0,18,Midfielder
28,152.4,78.0,70,70,1400000.0,13000.0,Right,1,3,3,RB,Lean,North America,81.5,51.166666666666664,65.16666666666667,69.33333333333333,62.8,74.0,0,Defender
28,187.96,92.1,68,68,950000.0,5000.0,Right,1,3,2,ST,Stocky,Europe,79.0,61.0,50.166666666666664,58.666666666666664,55.6,81.75,0,Attacker
31,152.4,73.0,70,70,1700000.0,16000.0,Right,1,3,3,LM,Normal,Africa,83.5,60.5,62.5,74.66666666666667,33.0,61.75,0,Midfielder
23,152.4,69.9,59,66,180000.0,1000.0,Left,1,2,2,LB,Lean,Europe,68.5,39.666666666666664,45.833333333333336,58.333333333333336,58.2,53.5,7,Defender
31,175.26,69.9,68,68,675000.0,1000.0,Right,1,3,2,CDM,Lean,South America,59.0,62.833333333333336,66.83333333333333,66.16666666666667,63.8,67.5,0,Midfielder
19,185.42,82.1,58,73,240000.0,1000.0,Right,1,4,2,CB,Normal,Europe,59.5,30.666666666666668,42.666666666666664,50.166666666666664,54.8,67.25,15,Defender
33,185.42,79.8,77,77,5000000.0,24000.0,Right,1,3,2,CB,Normal,South America,50.0,41.166666666666664,57.5,58.666666666666664,75.4,77.5,0,Defender
20,152.4,74.8,70,80,2800000.0,12000.0,Left,1,3,3,CM,Normal,Europe,68.5,64.0,68.0,67.66666666666667,67.6,63.75,10,Midfielder
25,187.96,77.1,68,75,1100000.0,1000.0,Right,1,3,2,CB,Normal,South America,61.5,25.666666666666668,33.833333333333336,52.0,67.2,77.0,7,Defender
23,175.26,73.9,62,64,300000.0,1000.0,Right,1,2,2,RB,Stocky,Europe,81.0,33.666666666666664,48.5,61.333333333333336,56.6,70.0,2,Defender
31,152.4,73.9,69,69,925000.0,7000.0,Left,1,3,3,LM,Normal,South America,75.5,55.666666666666664,68.5,70.0,51.4,72.0,0,Midfielder
19,152.4,69.9,58,71,230000.0,1000.0,Left,1,3,2,RM,Normal,Europe,73.5,46.666666666666664,49.666666666666664,58.5,36.4,57.0,13,Midfielder
21,185.42,83.9,60,71,280000.0,1000.0,Right,1,2,1,GK,Normal,North America,22.5,11.333333333333334,25.666666666666668,30.5,13.0,47.25,11,Goalkeeper
32,182.88,78.9,63,63,325000.0,2000.0,Right,1,4,3,ST,Normal,Europe,67.5,61.0,58.833333333333336,66.33333333333333,40.4,69.75,0,Attacker
20,182.88,76.2,64,75,650000.0,1000.0,Right,1,3,2,CDM,Lean,South America,72.0,53.5,44.333333333333336,62.666666666666664,62.2,68.75,11,Midfielder
27,152.4,73.0,72,73,3600000.0,11000.0,Right,1,3,3,CM,Normal,Europe,59.5,53.5,61.333333333333336,71.0,63.8,67.75,1,Midfielder
26,185.42,73.0,68,71,1100000.0,5000.0,Right,1,3,2,ST,Normal,Europe,69.5,64.5,47.166666666666664,63.5,42.0,85.5,3,Attacker
24,172.72,71.2,71,78,3400000.0,25000.0,Right,1,4,2,ST,Normal,Europe,85.5,68.66666666666667,44.666666666666664,73.16666666666667,28.6,69.5,7,Attacker
22,185.42,69.9,54,66,100000.0,1000.0,Right,1,3,1,GK,Lean,Europe,41.0,9.5,18.5,34.833333333333336,9.6,38.5,12,Goalkeeper
30,182.88,83.0,59,59,120000.0,2000.0,Left,1,2,2,LB,Normal,Europe,64.5,42.5,55.666666666666664,54.833333333333336,55.0,69.25,0,Defender
20,185.42,69.9,50,64,60000.0,1000.0,Right,1,3,2,CAM,Lean,Europe,61.5,48.0,39.166666666666664,52.5,27.0,41.5,14,Midfielder
28,182.88,69.9,77,77,9000000.0,22000.0,Right,2,4,4,CM,Lean,Europe,64.0,69.83333333333333,75.16666666666667,72.33333333333333,66.2,70.75,0,Midfielder
22,175.26,71.2,67,74,1100000.0,3000.0,Right,1,3,3,CM,Lean,South America,75.0,54.833333333333336,63.666666666666664,66.66666666666667,45.4,60.0,7,Midfielder
33,182.88,78.0,69,69,575000.0,4000.0,Right,1,2,3,RB,Normal,Europe,63.0,52.666666666666664,60.166666666666664,63.666666666666664,66.6,69.0,0,Defender
32,185.42,79.8,76,76,7000000.0,20000.0,Right,3,4,3,ST,Normal,South America,66.0,73.5,60.333333333333336,69.33333333333333,44.2,76.0,0,Attacker
25,182.88,78.9,64,70,450000.0,1000.0,Right,1,3,1,GK,Lean,South America,41.0,17.333333333333332,20.833333333333332,34.5,17.2,46.0,6,Goalkeeper
24,154.94,77.1,57,62,120000.0,1000.0,Left,1,3,2,LB,Normal,South America,75.5,38.666666666666664,42.5,53.5,52.6,62.25,5,Defender
25,170.18,68.9,82,85,28500000.0,15000.0,Right,1,4,3,ST,Normal,South America,88.5,77.16666666666667,59.833333333333336,81.83333333333333,30.4,74.75,3,Attacker
32,152.4,67.1,67,67,500000.0,9000.0,Right,1,3,3,RB,Normal,North America,72.5,58.0,60.666666666666664,67.0,62.2,66.0,0,Defender
23,152.4,69.9,62,71,400000.0,1000.0,Right,1,3,2,RB,Lean,South America,73.5,36.0,46.166666666666664,58.5,58.0,59.5,9,Defender
36,152.4,72.1,70,70,425000.0,3000.0,Right,1,3,2,CDM,Lean,Europe,50.5,55.833333333333336,58.0,65.33333333333333,70.0,72.25,0,Midfielder
34,175.26,73.0,80,80,4500000.0,20000.0,Right,4,3,2,CDM,Normal,South America,65.5,55.833333333333336,66.33333333333333,74.66666666666667,78.4,79.0,0,Midfielder
18,175.26,68.9,57,69,150000.0,1000.0,Left,1,2,2,LB,Normal,Europe,72.0,42.5,47.0,60.0,56.2,50.25,12,Defender
20,182.88,76.2,65,77,850000.0,1000.0,Left,1,2,2,CDM,Lean,Europe,64.0,37.833333333333336,50.333333333333336,55.5,63.4,68.75,12,Midfielder
21,193.04,88.0,74,84,9000000.0,19000.0,Right,1,4,3,ST,Normal,Europe,80.0,69.66666666666667,47.833333333333336,63.666666666666664,36.4,75.0,10,Attacker
35,187.96,83.9,81,81,5500000.0,18000.0,Left,3,2,2,CB,Normal,Europe,71.0,66.16666666666667,74.66666666666667,62.0,82.8,76.0,0,Defender
27,193.04,89.8,80,82,15000000.0,99000.0,Right,2,2,2,CB,Lean,Africa,62.0,48.833333333333336,60.333333333333336,64.83333333333333,81.4,72.75,2,Defender
29,190.5,79.8,62,62,325000.0,2000.0,Right,1,3,2,ST,Normal,North America,66.5,57.833333333333336,41.0,57.333333333333336,27.0,70.0,0,Attacker
25,190.5,83.9,71,74,2500000.0,5000.0,Right,1,3,2,CB,Normal,Europe,35.0,38.166666666666664,43.666666666666664,56.833333333333336,71.6,77.25,3,Defender
28,154.94,78.0,68,68,700000.0,13000.0,Left,1,3,3,LB,Normal,Europe,71.0,44.666666666666664,59.0,62.666666666666664,64.6,70.25,0,Defender
27,185.42,79.8,63,66,375000.0,1000.0,Left,1,3,2,CB,Normal,Europe,76.0,26.166666666666668,32.166666666666664,53.0,59.2,80.25,3,Defender
33,193.04,93.0,62,62,120000.0,1000.0,Left,1,3,2,CB,Normal,Europe,27.0,29.666666666666668,30.166666666666668,35.0,60.8,56.5,0,Defender
30,187.96,83.9,64,64,300000.0,2000.0,Left,1,3,1,GK,Normal,North America,34.0,15.166666666666666,24.0,32.5,17.4,46.5,0,Goalkeeper
22,170.18,64.9,72,79,4300000.0,43000.0,Right,1,4,3,CM,Normal,Europe,71.0,58.0,69.5,78.5,61.4,62.75,7,Midfielder
25,182.88,71.2,60,65,200000.0,1000.0,Right,1,3,1,GK,Normal,Europe,45.5,20.833333333333332,19.666666666666668,36.166666666666664,17.4,39.75,5,Goalkeeper
26,182.88,82.1,74,76,7000000.0,5000.0,Right,2,3,3,ST,Normal,Africa,90.0,69.16666666666667,58.333333333333336,72.66666666666667,31.6,79.25,2,Attacker
19,152.4,73.9,59,78,325000.0,2000.0,Right,1,3,3,CM,Lean,Europe,64.0,54.666666666666664,49.5,62.833333333333336,41.2,56.25,19,Midfielder
31,152.4,66.2,76,76,7000000.0,48000.0,Right,1,3,3,CM,Normal,Europe,61.0,64.33333333333333,67.5,76.0,70.2,75.5,0,Midfielder
19,154.94,74.8,55,74,180000.0,1000.0,Right,1,3,2,ST,Lean,Europe,72.5,51.666666666666664,46.0,58.166666666666664,30.8,49.0,19,Attacker
28,154.94,72.1,77,77,7500000.0,74000.0,Right,2,4,3,CDM,Normal,Europe,59.0,61.666666666666664,70.66666666666667,71.16666666666667,73.8,70.75,0,Midfielder
23,185.42,79.8,67,74,900000.0,3000.0,Right,1,3,2,RB,Lean,Europe,74.5,49.166666666666664,54.166666666666664,60.833333333333336,62.6,76.75,7,Defender
29,154.94,69.9,71,71,2300000.0,30000.0,Left,2,2,3,LW,Lean,Europe,76.5,65.33333333333333,68.33333333333333,71.5,59.0,75.75,0,Attacker
36,195.58,78.9,53,53,10000.0,2000.0,Right,1,2,2,CB,Lean,Europe,24.5,22.333333333333332,27.5,31.333333333333332,51.6,48.0,0,Defender
23,152.4,68.0,61,66,325000.0,3000.0,Right,1,3,2,CM,Normal,Europe,68.0,53.166666666666664,56.166666666666664,58.5,57.6,70.75,5,Midfielder
18,185.42,71.2,54,75,130000.0,1000.0,Right,1,2,1,GK,Normal,Europe,28.0,11.333333333333334,18.666666666666668,28.166666666666668,11.2,38.75,21,Goalkeeper
22,154.94,69.9,56,66,150000.0,1000.0,Right,1,3,2,RM,Lean,Europe,79.0,52.0,48.0,59.333333333333336,42.2,50.0,10,Midfielder
24,152.4,63.0,58,66,140000.0,1000.0,Right,1,2,1,GK,Normal,Europe,28.0,15.166666666666666,22.0,28.666666666666668,12.6,28.25,8,Goalkeeper
26,152.4,64.9,70,73,2200000.0,22000.0,Left,1,3,3,CM,Lean,Europe,61.5,49.333333333333336,69.16666666666667,70.66666666666667,60.2,53.5,3,Midfielder
20,152.4,72.1,56,65,140000.0,1000.0,Left,1,3,3,LW,Normal,Oceania,71.0,45.0,53.0,58.333333333333336,49.0,53.5,9,Attacker
24,182.88,73.9,62,66,325000.0,1000.0,Right,1,3,2,RB,Lean,Oceania,63.0,37.833333333333336,46.333333333333336,55.666666666666664,63.4,64.5,4,Defender
24,152.4,68.0,74,79,7500000.0,16000.0,Left,1,4,3,CM,Normal,Europe,74.0,65.33333333333333,68.0,73.16666666666667,66.4,78.0,5,Midfielder
30,170.18,59.9,61,61,240000.0,3000.0,Right,1,3,3,RM,Lean,Europe,84.0,48.666666666666664,50.333333333333336,65.66666666666667,32.0,53.5,0,Midfielder
22,175.26,69.9,63,72,575000.0,1000.0,Right,1,3,3,CAM,Normal,Europe,76.0,55.333333333333336,58.666666666666664,63.5,44.6,58.25,9,Midfielder
29,187.96,88.9,64,64,325000.0,2000.0,Right,1,3,1,GK,Normal,Europe,45.0,12.5,22.833333333333332,44.0,16.8,50.0,0,Goalkeeper
30,187.96,83.0,71,72,1800000.0,8000.0,Right,1,3,1,GK,Normal,Europe,55.5,20.333333333333332,28.5,46.833333333333336,17.4,51.5,1,Goalkeeper
34,182.88,77.1,62,62,120000.0,1000.0,Left,1,2,2,CB,Lean,Europe,45.5,38.333333333333336,47.833333333333336,58.666666666666664,59.4,63.75,0,Defender
24,154.94,73.9,63,68,500000.0,1000.0,Right,1,3,2,RM,Lean,South America,74.5,56.166666666666664,55.666666666666664,63.666666666666664,34.0,52.5,5,Midfielder
21,152.4,69.9,69,79,1700000.0,4000.0,Left,1,3,3,RW,Lean,South America,75.0,66.0,69.5,66.0,37.2,54.0,10,Attacker
25,172.72,68.0,70,74,1900000.0,4000.0,Left,1,2,3,LB,Lean,South America,77.0,59.333333333333336,60.333333333333336,74.5,63.4,66.25,4,Defender
26,182.88,78.0,66,69,675000.0,2000.0,Right,1,3,2,CB,Normal,Europe,74.0,30.833333333333332,33.5,50.333333333333336,63.6,75.0,3,Defender
22,154.94,73.0,69,78,1600000.0,14000.0,Right,1,4,3,LW,Lean,Europe,73.5,65.33333333333333,59.5,70.0,23.4,59.75,9,Attacker
24,185.42,77.1,69,73,1200000.0,5000.0,Right,1,3,2,CDM,Lean,Europe,53.5,50.333333333333336,58.166666666666664,61.666666666666664,67.2,73.5,4,Midfielder
19,152.4,78.0,59,75,290000.0,3000.0,Left,1,3,2,LB,Lean,Europe,60.0,40.5,44.333333333333336,53.666666666666664,59.4,62.0,16,Defender
20,152.4,66.2,54,66,120000.0,1000.0,Right,1,3,2,ST,Lean,Europe,69.0,49.333333333333336,46.833333333333336,62.166666666666664,21.8,45.25,12,Attacker
23,175.26,71.2,59,61,160000.0,1000.0,Right,1,2,2,CDM,Normal,Oceania,62.0,41.5,47.333333333333336,58.333333333333336,51.2,75.5,2,Midfielder
28,154.94,68.9,65,65,550000.0,5000.0,Right,1,3,3,CM,Normal,Europe,60.5,62.166666666666664,63.833333333333336,64.33333333333333,50.0,64.25,0,Midfielder
29,182.88,78.9,67,68,675000.0,4000.0,Right,1,2,2,CB,Normal,South America,72.0,33.0,35.5,51.0,65.2,73.5,1,Defender
27,185.42,79.8,65,65,575000.0,2000.0,Right,1,3,2,ST,Normal,Europe,73.5,62.833333333333336,53.0,59.166666666666664,37.8,63.0,0,Attacker
22,152.4,68.9,61,70,300000.0,1000.0,Right,1,3,1,GK,Normal,South America,23.5,13.0,21.5,33.166666666666664,11.6,34.75,9,Goalkeeper
26,170.18,69.9,69,70,1200000.0,8000.0,Left,1,3,3,LM,Normal,South America,81.5,56.833333333333336,59.5,69.33333333333333,32.0,63.5,1,Midfielder
28,187.96,83.0,71,72,2200000.0,5000.0,Right,2,2,2,CB,Stocky,Africa,67.0,48.333333333333336,48.166666666666664,54.666666666666664,68.8,74.5,1,Defender
25,165.1,62.1,70,76,2400000.0,10000.0,Right,1,3,3,LM,Normal,South America,90.0,61.5,58.166666666666664,73.0,33.6,54.5,6,Midfielder
30,185.42,74.8,71,71,2300000.0,6000.0,Right,1,4,3,LM,Lean,Asia,72.0,68.5,67.5,73.16666666666667,61.0,67.0,0,Midfielder
39,185.42,78.0,72,72,425000.0,6000.0,Right,1,3,3,CDM,Normal,South America,57.5,62.833333333333336,70.16666666666667,69.0,70.2,67.25,0,Midfielder
30,152.4,73.0,69,69,750000.0,7000.0,Left,1,2,3,LB,Normal,Oceania,74.5,43.833333333333336,56.0,62.5,66.2,71.25,0,Defender
31,187.96,86.2,75,75,4500000.0,44000.0,Right,3,3,3,CDM,Normal,Africa,55.0,54.166666666666664,65.5,64.33333333333333,74.6,76.0,0,Midfielder
18,182.88,78.0,47,65,50000.0,1000.0,Right,1,3,1,GK,Normal,Europe,17.0,9.666666666666666,17.666666666666668,25.0,8.4,31.0,18,Goalkeeper
29,175.26,69.9,65,65,425000.0,4000.0,Left,1,3,2,LWB,Normal,Europe,77.5,48.333333333333336,63.5,66.5,59.8,69.75,0,Defender
20,182.88,72.1,51,68,70000.0,1000.0,Left,1,2,2,LB,Lean,South America,64.0,39.333333333333336,43.166666666666664,50.0,46.8,57.75,17,Defender
22,182.88,83.9,70,76,2400000.0,17000.0,Right,1,3,3,CM,Stocky,Africa,61.5,58.5,60.333333333333336,65.66666666666667,63.4,73.0,6,Midfielder
28,185.42,76.2,50,50,20000.0,1000.0,Right,1,2,1,GK,Normal,Europe,26.5,13.166666666666666,25.166666666666668,30.166666666666668,17.4,42.0,0,Goalkeeper
24,182.88,86.2,64,72,500000.0,5000.0,Right,1,2,1,GK,Normal,Europe,52.0,18.666666666666668,32.333333333333336,50.666666666666664,16.8,48.5,8,Goalkeeper
31,154.94,83.0,67,67,575000.0,1000.0,Right,1,3,2,CDM,Normal,South America,73.0,52.333333333333336,52.666666666666664,61.5,60.6,76.75,0,Midfielder
24,182.88,78.9,73,78,5500000.0,1000.0,Right,1,3,2,CM,Normal,Europe,66.0,67.16666666666667,70.0,71.66666666666667,60.6,69.25,5,Midfielder
26,185.42,73.0,78,81,10500000.0,28000.0,Left,1,2,3,LWB,Lean,South America,89.5,63.666666666666664,72.33333333333333,71.83333333333333,70.2,72.0,3,Defender
30,185.42,77.1,73,73,3000000.0,27000.0,Right,1,4,3,CDM,Lean,North America,68.5,57.666666666666664,59.0,69.5,73.4,78.25,0,Midfielder
19,152.4,64.0,59,74,325000.0,3000.0,Right,1,3,2,CM,Lean,Europe,46.0,49.833333333333336,52.0,60.0,55.4,57.0,15,Midfielder
31,187.96,68.0,68,68,650000.0,3000.0,Left,1,2,2,LB,Normal,Africa,75.5,32.833333333333336,51.166666666666664,62.0,64.0,73.25,0,Defender
21,175.26,69.9,53,66,110000.0,2000.0,Right,1,3,2,LM,Lean,Europe,64.5,46.666666666666664,45.833333333333336,55.166666666666664,26.2,45.25,13,Midfielder
24,154.94,74.8,61,70,325000.0,1000.0,Right,1,3,2,CB,Lean,South America,51.5,42.166666666666664,40.0,51.0,60.4,65.5,9,Defender
22,190.5,76.2,67,76,1200000.0,1000.0,Right,1,3,3,ST,Normal,South America,63.5,61.166666666666664,44.666666666666664,60.666666666666664,37.0,66.75,9,Attacker
23,185.42,69.9,63,72,475000.0,1000.0,Right,1,2,2,RB,Lean,Asia,76.5,32.0,43.333333333333336,61.5,58.4,63.0,9,Defender
25,170.18,68.9,60,65,230000.0,1000.0,Right,1,3,2,RB,Lean,South America,75.5,51.333333333333336,48.666666666666664,60.166666666666664,54.4,64.25,5,Defender
29,172.72,69.9,75,75,6500000.0,29000.0,Right,2,3,4,LM,Normal,South America,90.5,68.83333333333333,69.66666666666667,78.0,30.4,57.75,0,Midfielder
24,154.94,74.8,58,63,120000.0,1000.0,Right,1,3,1,GK,Normal,Europe,45.5,18.833333333333332,19.666666666666668,41.833333333333336,16.2,43.0,5,Goalkeeper
20,185.42,73.0,55,71,160000.0,1000.0,Right,1,1,1,GK,Lean,South America,27.0,10.166666666666666,19.166666666666668,24.833333333333332,10.2,38.0,16,Goalkeeper
25,152.4,83.0,67,74,925000.0,5000.0,Left,1,2,2,CB,Normal,Europe,67.0,37.333333333333336,55.5,58.333333333333336,63.8,78.5,7,Defender
22,175.26,71.2,54,64,100000.0,1000.0,Right,1,2,2,CDM,Normal,South America,64.0,40.833333333333336,41.833333333333336,50.5,51.2,61.75,10,Midfielder
26,175.26,59.9,67,70,800000.0,3000.0,Left,1,2,3,LB,Normal,North America,80.5,46.833333333333336,52.166666666666664,67.66666666666667,61.6,68.0,3,Defender
29,175.26,77.1,72,72,2500000.0,15000.0,Right,1,3,3,RB,Stocky,South America,85.5,44.833333333333336,60.333333333333336,70.83333333333333,66.4,66.75,0,Defender
34,175.26,78.0,76,76,2300000.0,48000.0,Left,2,2,2,CB,Normal,Africa,69.0,48.0,61.166666666666664,67.33333333333333,75.4,80.25,0,Defender
22,187.96,78.0,66,77,975000.0,1000.0,Left,1,3,2,CB,Lean,South America,54.0,27.833333333333332,32.833333333333336,48.666666666666664,64.0,66.75,11,Defender
19,193.04,92.1,53,72,100000.0,1000.0,Right,1,2,1,GK,Lean,South America,23.0,11.833333333333334,20.833333333333332,28.5,13.8,41.5,19,Goalkeeper
25,175.26,73.0,68,75,1100000.0,3000.0,Right,1,4,2,CDM,Normal,South America,64.5,54.0,66.16666666666667,64.0,63.4,70.75,7,Midfielder
23,172.72,88.0,61,70,400000.0,3000.0,Right,1,3,2,ST,Stocky,North America,73.5,58.0,39.0,64.16666666666667,30.6,68.75,9,Attacker
22,167.64,64.0,62,71,475000.0,5000.0,Right,1,3,3,CM,Lean,Europe,69.0,52.833333333333336,58.5,67.0,46.0,53.0,9,Midfielder
27,182.88,72.1,67,67,825000.0,4000.0,Left,1,3,3,LM,Lean,Europe,67.5,63.5,67.5,70.5,55.4,66.5,0,Midfielder
32,152.4,64.0,71,71,1800000.0,21000.0,Right,2,3,3,CAM,Lean,Europe,56.5,73.16666666666667,69.16666666666667,71.66666666666667,60.6,60.25,0,Midfielder
31,175.26,74.8,71,71,1700000.0,5000.0,Left,1,4,3,LB,Normal,North America,70.5,61.666666666666664,63.166666666666664,68.0,67.2,74.0,0,Defender
18,152.4,68.0,50,71,60000.0,1000.0,Right,1,3,2,LB,Normal,Europe,60.0,30.0,35.833333333333336,49.833333333333336,45.6,52.5,21,Defender
29,154.94,77.1,72,72,3100000.0,18000.0,Right,2,3,3,CM,Normal,Europe,49.0,70.66666666666667,70.83333333333333,72.5,56.0,58.0,0,Midfielder
28,185.42,78.0,70,70,1800000.0,2000.0,Left,1,3,3,LM,Lean,South America,80.5,61.166666666666664,57.833333333333336,68.33333333333333,44.2,71.25,0,Midfielder
28,172.72,66.2,65,66,500000.0,1000.0,Right,1,2,2,CDM,Stocky,South America,73.0,50.166666666666664,52.5,69.16666666666667,59.2,64.75,1,Midfielder
23,154.94,69.9,63,69,425000.0,1000.0,Right,1,2,2,CB,Normal,South America,61.0,28.666666666666668,29.833333333333332,48.166666666666664,61.2,70.75,6,Defender
22,175.26,74.8,62,74,475000.0,1000.0,Right,1,3,2,CDM,Lean,South America,67.5,40.333333333333336,48.0,57.833333333333336,60.2,67.0,12,Midfielder
28,187.96,81.2,64,66,450000.0,1000.0,Right,1,3,2,CB,Normal,South America,54.5,28.166666666666668,31.5,44.5,63.2,71.5,2,Defender
33,185.42,88.0,68,68,525000.0,9000.0,Right,1,2,1,GK,Normal,Europe,51.5,15.666666666666666,22.666666666666668,42.666666666666664,14.4,37.0,0,Goalkeeper
26,182.88,73.0,63,64,450000.0,1000.0,Right,1,3,3,RM,Normal,Europe,72.0,55.833333333333336,59.833333333333336,61.833333333333336,47.8,66.5,1,Midfielder
32,185.42,78.9,67,67,450000.0,4000.0,Right,1,3,2,CDM,Normal,Europe,54.0,57.333333333333336,56.166666666666664,64.0,66.2,74.25,0,Midfielder
26,185.42,77.1,69,73,1100000.0,2000.0,Right,1,3,2,CB,Normal,South America,57.0,31.666666666666668,36.5,50.0,70.4,67.75,4,Defender
